Potencial (V),Negativo,"0,6 ng. mL-1","1,0 ng. mL-1","1,2 ng. mL-1","2,0 ng. mL-1","2,5 ng. mL-1","4,0 ng. mL-1","5,0 ng. mL-1","10,0 ng. mL-1","20,0 ng. mL-1"
"0,520229","-0,46084","-1,42449","1,780254","-1,3407","1,217939","-1,50032","3,09418","-0,43591","1,267366","1,000061"
"0,518232","-0,51972","-1,47943","1,705195","-1,42623","1,149684","-1,55094","3,017266","-0,52584","1,190575","0,955021"
"0,516236","-0,56017","-1,65161","1,672204","-1,4108","1,096072","-1,58811","2,966541","-0,5643","1,149286","0,916236"
"0,51424","-0,6947","-1,80789","1,549101","-1,51939","0,978743","-1,68625","2,837045","-0,67961","1,039579","0,800424"
"0,512243","-0,80047","-1,80744","1,493426","-1,56478","0,920182","-1,71572","2,784047","-0,71266","0,993643","0,723774"
"0,510246","-0,8563","-1,83255","1,425997","-1,58734","0,862239","-1,76506","2,718478","-0,7468","0,936859","0,688151"
"0,50825","-0,97801","-1,89097","1,276387","-1,65382","0,767384","-1,8419","2,612903","-0,83152","0,823736","0,621549"
"0,506254","-0,95454","-1,87926","1,147489","-1,66466","0,748414","-1,94798","2,590426","-0,85733","0,801003","0,615333"
"0,504257","-1,04777","-1,98873","1,049998","-1,84061","0,591493","-2,15484","2,419484","-1,04731","0,65758","0,481636"
"0,502261","-1,07238","-2,14596","1,035499","-1,89667","0,536849","-2,14497","2,371025","-1,14719","0,619481","0,441739"
"0,500264","-1,11566","-2,26289","0,987043","-1,93012","0,482411","-2,17989","2,309576","-1,14568","0,557993","0,393009"
"0,498268","-1,1753","-2,28591","0,921305","-1,97391","0,404672","-2,23687","2,217199","-1,19126","0,441151","0,338422"
"0,496271","-1,22954","-2,29347","0,870557","-2,04134","0,336007","-2,29179","2,145025","-1,25861","0,39432","0,265457"
"0,494275","-1,30585","-2,34895","0,769187","-2,14901","0,163128","-2,37959","2,02213","-1,35542","0,306668","0,132499"
"0,492279","-1,3462","-2,39647","0,706316","-2,26945","-0,03274","-2,40911","1,960888","-1,38573","0,260514","0,063524"
"0,490282","-1,3672","-2,42628","0,671922","-2,34043","-0,07664","-2,43174","1,922739","-1,39008","0,242305","0,066764"
"0,488286","-1,45482","-2,50678","0,536571","-2,37681","-0,14203","-2,52899","1,782109","-1,4903","0,107101","-0,01876"
"0,486289","-1,5995","-2,65408","0,502878","-2,52951","-0,15768","-2,67947","1,722722","-1,54053","0,059743","-0,05043"
"0,484293","-1,7223","-2,91684","0,410003","-2,68048","-0,23136","-2,8203","1,609723","-1,73558","-0,02326","-0,12005"
"0,482296","-1,82643","-2,98686","0,349668","-2,69051","-0,28343","-2,81715","1,548482","-1,84289","-0,07498","-0,16264"
"0,4803","-1,94384","-3,1223","0,25362","-2,73131","-0,36867","-2,87612","1,446409","-1,85771","-0,15553","-0,24448"
"0,478303","-1,96124","-3,21795","0,155168","-2,76301","-0,43626","-2,91873","1,338928","-1,89156","-0,23728","-0,29267"
"0,476307","-2,0044","-3,21869","0,070951","-2,98266","-0,51743","-3,11996","1,229926","-1,94582","-0,30889","-0,34929"
"0,47431","-2,02049","-3,21794","-0,02213","-3,1008","-0,56252","-3,21852","1,115548","-2,09907","-0,36357","-0,38532"
"0,472314","-2,08916","-3,31321","-0,09059","-3,16495","-0,65977","-3,38039","1,041293","-2,22303","-0,46263","-0,46985"
"0,470318","-2,15566","-3,40439","-0,15723","-3,21153","-0,74035","-3,50485","0,966566","-2,23312","-0,57339","-0,55004"
"0,468321","-2,21926","-3,49087","-0,22979","-3,2538","-0,81922","-3,53108","0,873734","-2,37969","-0,6277","-0,59415"
"0,466325","-2,26584","-3,52947","-0,26716","-3,30541","-0,8768","-3,56102","0,814574","-2,49729","-0,72766","-0,62543"
"0,464328","-2,33014","-3,61138","-0,34745","-3,4223","-0,97012","-3,6506","0,700874","-2,55189","-0,83057","-0,68884"
"0,462332","-2,37313","-3,69007","-0,40436","-3,5049","-1,06953","-3,69341","0,629278","-2,57944","-0,90329","-0,73393"
"0,460335","-2,56458","-3,81131","-0,49402","-3,59176","-1,26779","-3,79634","0,524714","-2,63389","-1,00341","-0,80776"
"0,458339","-2,64865","-3,8603","-0,54186","-3,60585","-1,25776","-3,84224","0,458956","-2,76258","-1,03941","-0,82092"
"0,456342","-2,70617","-3,96844","-0,6236","-3,72736","-1,33557","-3,96782","0,337049","-2,94413","-1,14238","-0,97889"
"0,454346","-2,72247","-4,01805","-0,67034","-3,81107","-1,37759","-4,04057","0,24894","-2,98273","-1,21885","-1,07992"
"0,452349","-2,73657","-4,07607","-0,88695","-3,87094","-1,40846","-4,07372","0,19718","-2,99415","-1,23389","-1,11741"
"0,450353","-2,80475","-4,1967","-1,09089","-3,95741","-1,47407","-4,18086","0,092553","-3,05774","-1,30352","-1,21153"
"0,448357","-3,11599","-4,30496","-1,12076","-4,02106","-1,53288","-4,28368","-0,01393","-3,1306","-1,43326","-1,24462"
"0,44636","-3,29106","-4,37412","-1,15586","-4,0975","-1,59413","-4,36918","-0,12512","-3,32706","-1,53568","-1,29715"
"0,444364","-3,28549","-4,44514","-1,20757","-4,19336","-1,64192","-4,46419","-0,34393","-3,48617","-1,64573","-1,40752"
"0,442367","-3,23984","-4,46295","-1,21564","-4,3552","-1,81355","-4,46109","-0,32071","-3,45722","-1,66572","-1,41731"
"0,440371","-3,37866","-4,65237","-1,36868","-4,57418","-2,04457","-4,63542","-0,44","-3,59084","-1,79078","-1,55713"
"0,438374","-3,43099","-4,73168","-1,43846","-4,55859","-2,19591","-4,71139","-0,50468","-3,63761","-1,84416","-1,56501"
"0,436378","-3,51561","-4,81284","-1,50709","-4,63047","-2,35328","-4,8048","-0,58122","-3,73918","-1,92629","-1,60902"
"0,434382","-3,57129","-4,86257","-1,56316","-4,7052","-2,35198","-4,88064","-0,64572","-3,82356","-1,9759","-1,64007"
"0,432385","-3,60247","-4,91961","-1,61064","-4,7657","-2,36072","-4,91491","-0,84299","-3,8702","-2,00898","-1,65766"
"0,430388","-3,73336","-5,07476","-1,72704","-4,9008","-2,46185","-5,05583","-1,07989","-3,99083","-2,13204","-1,75795"
"0,428392","-3,81799","-5,17807","-1,80282","-4,96687","-2,53251","-5,15617","-1,13507","-4,0715","-2,22003","-1,88228"
"0,426396","-3,87516","-5,22731","-1,84418","-5,01686","-2,58772","-5,21593","-1,17679","-4,1398","-2,30084","-1,98297"
"0,424399","-3,98761","-5,3347","-1,98153","-5,16743","-2,70051","-5,35053","-1,29536","-4,28504","-2,37649","-2,04989"
"0,422403","-4,01137","-5,3759","-2,30226","-5,22026","-2,73366","-5,36996","-1,33749","-4,32166","-2,38773","-2,12084"
"0,420406","-4,1242","-5,51311","-2,4682","-5,342","-2,8373","-5,49034","-1,44936","-4,42534","-2,46166","-2,21645"
"0,41841","-4,19832","-5,60441","-2,46888","-5,39594","-2,90242","-5,57918","-1,53909","-4,50007","-2,62707","-2,22478"
"0,416413","-4,31499","-5,71934","-2,52391","-5,51682","-2,99944","-5,7003","-1,66343","-4,62726","-2,84691","-2,2888"
"0,414417","-4,38501","-5,77478","-2,56637","-5,61345","-3,06553","-5,78381","-1,75096","-4,72586","-2,88793","-2,32364"
"0,412421","-4,42262","-5,83132","-2,60547","-5,68311","-3,11219","-5,82278","-1,80616","-4,77745","-2,88222","-2,33539"
"0,410424","-4,5044","-5,93673","-2,68593","-5,77205","-3,33234","-5,9079","-1,90693","-4,84661","-2,91739","-2,39309"
"0,408428","-4,62701","-6,08358","-2,81755","-5,88143","-3,5437","-6,04807","-2,03822","-4,96539","-3,01038","-2,47544"
"0,406431","-4,73341","-6,18566","-2,91048","-5,9882","-3,60432","-6,15882","-2,1922","-5,0807","-3,19092","-2,53889"
"0,404435","-4,8048","-6,24133","-2,97756","-6,08383","-3,65155","-6,24195","-2,38487","-5,18005","-3,2915","-2,57806"
"0,402438","-4,8528","-6,31197","-3,03897","-6,17191","-3,69567","-6,29602","-2,53212","-5,24401","-3,3022","-2,60282"
"0,400442","-4,96452","-6,44572","-3,14902","-6,29093","-3,79341","-6,40699","-2,56699","-5,3399","-3,37066","-2,72036"
"0,398445","-5,0395","-6,54209","-3,22814","-6,34514","-3,8627","-6,4978","-2,61672","-5,40844","-3,42568","-2,77557"
"0,396449","-5,17955","-6,68116","-3,35201","-6,48668","-3,99426","-6,63588","-2,72657","-5,54911","-3,54693","-2,84901"
"0,394452","-5,21568","-6,69824","-3,37978","-6,54322","-4,03447","-6,68093","-2,75562","-5,60553","-3,55418","-2,84197"
"0,392456","-5,3175","-6,82358","-3,48406","-6,68845","-4,13653","-6,78608","-2,85141","-5,72244","-3,63256","-2,90482"
"0,39046","-5,41215","-6,93824","-3,57085","-6,79088","-4,22067","-6,87791","-2,92028","-5,79891","-3,69302","-2,95951"
"0,388463","-5,48354","-7,02541","-3,64277","-6,83953","-4,28129","-6,95716","-2,97956","-5,85248","-3,73807","-2,9782"
"0,386467","-5,60676","-7,1523","-3,73628","-6,95953","-4,3947","-7,07716","-3,07699","-5,97323","-3,83041","-3,03994"
"0,38447","-5,69597","-7,22108","-3,79749","-7,06845","-4,47368","-7,16824","-3,13487","-6,0743","-3,87716","-3,07792"
"0,382474","-5,76241","-7,3025","-3,85846","-7,16811","-4,53121","-7,23568","-3,1862","-6,15288","-3,91455","-3,10185"
"0,380478","-5,86955","-7,42797","-3,93756","-7,28223","-4,6174","-7,32993","-3,24626","-6,23045","-3,97355","-3,15747"
"0,378481","-5,89961","-7,46446","-3,95239","-7,28304","-4,624","-7,35669","-3,24657","-6,23045","-4,04529","-3,15307"
"0,376484","-6,08384","-7,65311","-4,06718","-7,46534","-4,78133","-7,53743","-3,36652","-6,39982","-4,22247","-3,23684"
"0,374488","-6,14818","-7,6927","-4,27593","-7,5398","-4,82855","-7,59682","-3,38789","-6,46725","-4,23075","-3,33339"
"0,372491","-6,21312","-7,76074","-4,40955","-7,62959","-4,86794","-7,64892","-3,4204","-6,52687","-4,23659","-3,39175"
"0,370495","-6,31272","-7,8725","-4,42564","-7,72872","-4,93309","-7,72919","-3,44876","-6,5932","-4,27263","-3,4133"
"0,368499","-6,3898","-7,96216","-4,45677","-7,7802","-4,97475","-7,80432","-3,47028","-6,63278","-4,29589","-3,41491"
"0,366502","-6,51699","-8,08426","-4,53286","-7,89115","-5,06445","-7,91284","-3,51882","-6,73276","-4,37967","-3,46201"
"0,364506","-6,6021","-8,13635","-4,56172","-7,9773","-5,11559","-7,98358","-3,54268","-6,80703","-4,40568","-3,48286"
"0,362509","-6,65382","-8,18486","-4,5875","-8,05135","-5,13394","-8,01784","-3,55303","-6,85027","-4,40805","-3,48877"
"0,360513","-6,78061","-8,32149","-4,68297","-8,1777","-5,21601","-8,11831","-3,59223","-6,93419","-4,4752","-3,55457"
"0,358516","-6,84372","-8,38345","-4,71926","-8,20108","-5,23044","-8,1652","-3,59336","-6,94655","-4,48275","-3,55608"
"0,35652","-6,94149","-8,47142","-4,77556","-8,27122","-5,28468","-8,23574","-3,75918","-7,01","-4,53826","-3,5842"
"0,354524","-7,01149","-8,49669","-4,79268","-8,33547","-5,3123","-8,28446","-3,85836","-7,05777","-4,54486","-3,59426"
"0,352527","-7,10514","-8,58243","-4,86072","-8,44642","-5,36324","-8,355","-3,84476","-7,1398","-4,59396","-3,63997"
"0,35053","-7,18784","-8,66703","-4,91248","-8,52068","-5,40262","-8,40385","-3,8297","-7,17568","-4,62255","-3,6779"
"0,348534","-7,25115","-8,72122","-4,95207","-8,53845","-5,41561","-8,4452","-3,81527","-7,18236","-4,63247","-3,68682"
"0,346538","-7,31041","-8,76169","-4,97063","-8,56074","-5,42778","-8,47041","-3,80723","-7,19993","-4,65309","-3,68576"
"0,344541","-7,41311","-8,81993","-5,02836","-8,66095","-5,48984","-8,55014","-3,84703","-7,28155","-4,70836","-3,73457"
"0,342545","-7,485","-8,87412","-5,07682","-8,73926","-5,52799","-8,59993","-3,88105","-7,33946","-4,74395","-3,76982"
"0,340548","-7,54797","-8,92831","-5,11538","-8,78669","-5,54758","-8,62088","-3,88765","-7,3577","-4,76449","-3,79781"
"0,338552","-7,59959","-8,97277","-5,14982","-8,79791","-5,5583","-8,65405","-3,8992","-7,35791","-4,78028","-3,80978"
"0,336555","-7,67128","-9,02257","-5,19601","-8,83081","-5,59934","-8,69608","-3,93961","-7,38899","-4,82775","-3,8328"
"0,334559","-7,72041","-9,01986","-5,20879","-8,86459","-5,61522","-8,71541","-3,94993","-7,42385","-4,84676","-3,85086"
"0,332563","-7,79764","-9,07865","-5,27643","-8,95304","-5,66883","-8,77291","-4,01447","-7,48811","-4,90075","-3,89726"
"0,330566","-7,8225","-9,09264","-5,29478","-8,96284","-5,66718","-8,76081","-4,01673","-7,47459","-4,90089","-3,90407"
"0,32857","-7,90797","-9,17061","-5,37602","-9,00838","-5,72203","-8,83331","-4,08601","-7,51392","-4,96502","-3,95886"
"0,326573","-7,94872","-9,19223","-5,40943","-9,00946","-5,74698","-8,84838","-4,1221","-7,5252","-5,00768","-3,97334"
"0,324577","-7,97453","-9,16662","-5,41149","-9,01953","-5,75935","-8,85838","-4,13859","-7,53446","-5,02743","-3,9803"
"0,32258","-8,05385","-9,22541","-5,49995","-9,11365","-5,83091","-8,90473","-4,23489","-7,61541","-5,10082","-4,13943"
"0,320584","-8,09453","-9,26399","-5,55272","-9,14932","-5,86761","-8,93142","-4,28355","-7,63318","-5,14445","-4,23541"
"0,318587","-8,1475","-9,30791","-5,6179","-9,16378","-5,9072","-8,97561","-4,35408","-7,64615","-5,19805","-4,25294"
"0,316591","-8,18243","-9,32905","-5,66554","-9,165","-5,94679","-8,99541","-4,41615","-7,65845","-5,2571","-4,2647"
"0,314594","-8,18007","-9,27703","-5,63749","-9,19149","-5,92741","-9,02432","-4,40872","-7,70338","-5,28099","-4,2578"
"0,312598","-8,27912","-9,36169","-5,78884","-9,26061","-6,06041","-9,07297","-4,57307","-7,76547","-5,38605","-4,3631"
"0,310602","-8,30689","-9,38845","-5,8507","-9,30236","-6,10041","-9,08486","-4,64379","-7,78081","-5,44151","-4,41543"
"0,308605","-8,33669","-9,41493","-5,91278","-9,3027","-6,14124","-9,11493","-4,7172","-7,78466","-5,49401","-4,46141"
"0,306609","-8,37155","-9,44264","-5,97999","-9,31014","-6,19795","-9,14622","-4,80793","-7,81","-5,57559","-4,50497"
"0,304612","-8,38318","-9,41514","-6,01093","-9,31655","-6,23258","-9,15014","-4,86773","-7,83399","-5,6208","-4,53636"
"0,302616","-8,46277","-9,48108","-6,13897","-9,42554","-6,34743","-9,23101","-5,02135","-7,93074","-5,74897","-4,65328"
"0,300619","-8,50196","-9,53088","-6,23052","-9,47689","-6,41468","-9,27608","-5,13455","-7,97345","-5,83872","-4,73612"
"0,298623","-8,52081","-9,55162","-6,3062","-9,48372","-6,46766","-9,30689","-5,22797","-7,97378","-5,90345","-4,79443"
"0,296626","-8,59108","-9,60946","-6,43219","-9,53257","-6,57634","-9,38939","-5,38736","-8,04493","-6,04231","-4,89382"
"0,29463","-8,58007","-9,57601","-6,46147","-9,52209","-6,61264","-9,38014","-5,45418","-8,04804","-6,0937","-4,91959"
"0,292633","-8,65919","-9,65047","-6,61199","-9,64122","-6,745","-9,48689","-5,64018","-8,16547","-6,24466","-5,05543"
"0,290637","-8,70412","-9,70703","-6,73366","-9,71014","-6,84108","-9,53804","-5,79111","-8,22554","-6,3663","-5,1625"
"0,288641","-8,7702","-9,78845","-6,88108","-9,77669","-6,95764","-9,63203","-5,96659","-8,29338","-6,51001","-5,28993"
"0,286644","-8,81622","-9,84054","-7,00541","-9,81068","-7,06649","-9,69946","-6,13609","-8,34919","-6,65137","-5,38509"
"0,284648","-8,85324","-9,85662","-7,10588","-9,86122","-7,16959","-9,75331","-6,28928","-8,41155","-6,77858","-5,48134"
"0,282651","-8,8975","-9,89547","-7,24236","-9,95358","-7,29149","-9,83399","-6,48106","-8,50757","-6,92345","-5,60207"
"0,280655","-8,98872","-10,0097","-7,43169","-10,0892","-7,45493","-9,94892","-6,7116","-8,63081","-7,12182","-5,77786"
"0,278659","-9,07135","-10,1164","-7,62385","-10,1835","-7,61372","-10,0725","-6,94169","-8,73","-7,31169","-5,94782"
"0,276662","-9,11764","-10,1821","-7,77993","-10,2373","-7,74777","-10,1637","-7,15682","-8,80595","-7,48905","-6,07025"
"0,274665","-9,16574","-10,2136","-7,91628","-10,3109","-7,88527","-10,2392","-7,36176","-8,89074","-7,66203","-6,19764"
"0,272669","-9,27264","-10,3224","-8,14264","-10,4828","-8,08986","-10,4","-7,65439","-9,06865","-7,90216","-6,40632"
"0,270672","-9,34649","-10,4299","-8,34676","-10,6147","-8,26635","-10,5176","-7,92243","-9,19926","-8,12419","-6,59545"
"0,268676","-9,46081","-10,5759","-8,59878","-10,7582","-8,47858","-10,6853","-8,22696","-9,34547","-8,38385","-6,82115"
"0,26668","-9,51351","-10,6551","-8,78851","-10,8297","-8,64622","-10,7966","-8,49649","-9,44412","-8,6025","-6,97919"
"0,264683","-9,63777","-10,7799","-9,03365","-11,0009","-8,88784","-10,9726","-8,82851","-9,62514","-8,89372","-7,21324"
"0,262687","-9,74331","-10,8961","-9,29081","-11,1841","-9,12419","-11,1533","-9,17081","-9,82358","-9,17845","-7,45061"
"0,26069","-9,83486","-11,0233","-9,54527","-11,3495","-9,34399","-11,3047","-9,51","-9,98939","-9,45682","-7,68176"
